session_id,model,true_genre,text_recovery_success,state_recovery_success,rec_consistency,recovery_turns,clarity,politeness,recovery
gemma:2b_session_56,gemma:2b,horror,True,False,True,2,,,
gemma:2b_session_57,gemma:2b,sci-fi,True,False,True,0,,,
gemma:2b_session_58,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_59,gemma:2b,romance,False,False,False,,,,
gemma:2b_session_60,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_61,gemma:2b,sci-fi,True,False,True,0,,,
gemma:2b_session_62,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_63,gemma:2b,sci-fi,True,False,True,2,,,
gemma:2b_session_64,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_65,gemma:2b,horror,True,False,True,2,,,
gemma:2b_session_66,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_67,gemma:2b,sci-fi,True,False,True,0,,,
gemma:2b_session_68,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_69,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_70,gemma:2b,romance,True,False,True,0,,,
gemma:2b_session_71,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_72,gemma:2b,horror,True,False,True,0,,,
gemma:2b_session_73,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_74,gemma:2b,sci-fi,True,False,True,0,,,
gemma:2b_session_75,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_76,gemma:2b,horror,True,False,True,2,,,
gemma:2b_session_77,gemma:2b,sci-fi,True,False,True,2,,,
gemma:2b_session_78,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_79,gemma:2b,sci-fi,True,False,True,2,,,
gemma:2b_session_80,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_81,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_82,gemma:2b,sci-fi,True,False,True,0,,,
gemma:2b_session_83,gemma:2b,sci-fi,True,False,True,0,,,
gemma:2b_session_84,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_85,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_86,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_87,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_88,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_89,gemma:2b,horror,True,False,True,2,,,
gemma:2b_session_90,gemma:2b,horror,False,False,False,,,,
gemma:2b_session_91,gemma:2b,horror,True,False,True,0,,,
gemma:2b_session_92,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_93,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_94,gemma:2b,sci-fi,False,False,False,,,,
gemma:2b_session_95,gemma:2b,romance,True,False,True,0,,,
gemma:2b_session_96,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_97,gemma:2b,romance,True,False,True,0,,,
gemma:2b_session_98,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_99,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_100,gemma:2b,horror,True,False,True,0,,,
gemma:2b_session_101,gemma:2b,sci-fi,True,False,True,0,,,
gemma:2b_session_102,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_103,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_104,gemma:2b,sci-fi,True,False,True,0,,,
gemma:2b_session_105,gemma:2b,sci-fi,True,False,True,2,,,
gemma:2b_session_106,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_107,gemma:2b,romance,True,False,True,2,,,
gemma:2b_session_108,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_109,gemma:2b,horror,True,False,True,0,,,
gemma:2b_session_110,gemma:2b,sci-fi,False,False,False,,,,
gemma:2b_session_111,gemma:2b,sci-fi,True,False,True,0,,,
gemma:2b_session_112,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_113,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_114,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_115,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_116,gemma:2b,horror,True,False,True,0,,,
gemma:2b_session_117,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_118,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_119,gemma:2b,horror,True,False,True,0,,,
gemma:2b_session_120,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_121,gemma:2b,horror,True,False,True,2,,,
gemma:2b_session_122,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_123,gemma:2b,romance,True,False,True,2,,,
gemma:2b_session_124,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_125,gemma:2b,horror,True,False,True,0,,,
gemma:2b_session_126,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_127,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_128,gemma:2b,sci-fi,True,False,True,0,,,
gemma:2b_session_129,gemma:2b,romance,True,False,True,0,,,
gemma:2b_session_130,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_131,gemma:2b,sci-fi,True,False,True,2,,,
gemma:2b_session_132,gemma:2b,sci-fi,True,False,True,0,,,
gemma:2b_session_133,gemma:2b,romance,True,False,True,0,,,
gemma:2b_session_134,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_135,gemma:2b,sci-fi,True,False,True,0,,,
gemma:2b_session_136,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_137,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_138,gemma:2b,sci-fi,True,False,True,0,,,
gemma:2b_session_139,gemma:2b,sci-fi,True,False,True,2,,,
gemma:2b_session_140,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_141,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_142,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_143,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_144,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_145,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_146,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_147,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_148,gemma:2b,horror,True,False,True,0,,,
gemma:2b_session_149,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_150,gemma:2b,sci-fi,True,False,True,0,,,
gemma:2b_session_151,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_152,gemma:2b,sci-fi,False,False,False,,,,
gemma:2b_session_153,gemma:2b,romance,True,False,True,0,,,
gemma:2b_session_154,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_155,gemma:2b,sci-fi,True,False,True,0,,,
gemma:2b_session_156,gemma:2b,romance,True,False,True,2,,,
gemma:2b_session_157,gemma:2b,romance,False,False,False,,,,
gemma:2b_session_158,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_159,gemma:2b,horror,True,False,True,0,,,
gemma:2b_session_160,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_161,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_162,gemma:2b,horror,True,False,True,2,,,
gemma:2b_session_163,gemma:2b,romance,False,False,False,,,,
gemma:2b_session_164,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_165,gemma:2b,romance,False,False,False,,,,
gemma:2b_session_166,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_167,gemma:2b,horror,True,False,True,0,,,
gemma:2b_session_168,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_169,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_170,gemma:2b,sci-fi,True,False,True,2,,,
gemma:2b_session_171,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_172,gemma:2b,sci-fi,True,False,True,0,,,
gemma:2b_session_173,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_174,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_175,gemma:2b,horror,False,False,False,,,,
gemma:2b_session_176,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_177,gemma:2b,sci-fi,True,False,True,0,,,
gemma:2b_session_178,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_179,gemma:2b,romance,True,False,True,0,,,
gemma:2b_session_180,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_181,gemma:2b,romance,False,False,False,,,,
gemma:2b_session_182,gemma:2b,romance,True,False,True,0,,,
gemma:2b_session_183,gemma:2b,horror,True,False,True,0,,,
gemma:2b_session_184,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_185,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_186,gemma:2b,horror,True,False,True,0,,,
gemma:2b_session_187,gemma:2b,horror,True,False,True,2,,,
gemma:2b_session_188,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_189,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_190,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_191,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_192,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_193,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_194,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_195,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_196,gemma:2b,romance,True,False,True,2,,,
gemma:2b_session_197,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_198,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_199,gemma:2b,romance,True,False,True,2,,,
gemma:2b_session_200,gemma:2b,romance,True,False,True,0,,,
gemma:2b_session_201,gemma:2b,sci-fi,False,False,False,,,,
gemma:2b_session_202,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_203,gemma:2b,romance,True,False,True,2,,,
gemma:2b_session_204,gemma:2b,sci-fi,True,False,True,2,,,
gemma:2b_session_205,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_206,gemma:2b,horror,False,False,False,,,,
gemma:2b_session_207,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_208,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_209,gemma:2b,sci-fi,False,False,False,,,,
gemma:2b_session_210,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_211,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_212,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_213,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_214,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_215,gemma:2b,horror,True,False,True,0,,,
gemma:2b_session_216,gemma:2b,romance,True,False,True,0,,,
gemma:2b_session_217,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_218,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_219,gemma:2b,romance,False,False,False,,,,
gemma:2b_session_220,gemma:2b,sci-fi,True,False,True,0,,,
gemma:2b_session_221,gemma:2b,sci-fi,True,False,True,2,,,
gemma:2b_session_222,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_223,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_224,gemma:2b,sci-fi,True,False,True,0,,,
gemma:2b_session_225,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_226,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_227,gemma:2b,horror,True,False,True,2,,,
gemma:2b_session_228,gemma:2b,romance,False,False,False,,,,
gemma:2b_session_229,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_230,gemma:2b,romance,True,False,True,0,,,
gemma:2b_session_231,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_232,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_233,gemma:2b,horror,True,False,True,0,,,
gemma:2b_session_234,gemma:2b,romance,True,False,True,0,,,
gemma:2b_session_235,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_236,gemma:2b,horror,True,False,True,0,,,
gemma:2b_session_237,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_238,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_239,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_240,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_241,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_242,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_243,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_244,gemma:2b,horror,True,False,True,0,,,
gemma:2b_session_245,gemma:2b,horror,True,False,True,0,,,
gemma:2b_session_246,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_247,gemma:2b,romance,True,False,True,0,,,
gemma:2b_session_248,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_249,gemma:2b,sci-fi,True,False,True,0,,,
gemma:2b_session_250,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_251,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_252,gemma:2b,sci-fi,True,False,True,0,,,
gemma:2b_session_253,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_254,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_255,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_256,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_257,gemma:2b,romance,True,False,True,0,,,
gemma:2b_session_258,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_259,gemma:2b,romance,True,False,True,0,,,
gemma:2b_session_260,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_261,gemma:2b,romance,True,False,True,2,,,
gemma:2b_session_262,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_263,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_264,gemma:2b,sci-fi,True,False,True,0,,,
gemma:2b_session_265,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_266,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_267,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_268,gemma:2b,sci-fi,True,False,True,0,,,
gemma:2b_session_269,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_270,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_271,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_272,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_273,gemma:2b,sci-fi,True,False,True,0,,,
gemma:2b_session_274,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_275,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_276,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_277,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_278,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_279,gemma:2b,horror,True,False,True,0,,,
gemma:2b_session_280,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_281,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_282,gemma:2b,horror,False,False,False,,,,
gemma:2b_session_283,gemma:2b,romance,False,False,False,,,,
gemma:2b_session_284,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_285,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_286,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_287,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_288,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_289,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_290,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_291,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_292,gemma:2b,sci-fi,True,False,True,0,,,
gemma:2b_session_293,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_294,gemma:2b,romance,True,False,True,0,,,
gemma:2b_session_295,gemma:2b,romance,True,False,True,0,,,
gemma:2b_session_296,gemma:2b,sci-fi,True,False,True,0,,,
gemma:2b_session_297,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_298,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_299,gemma:2b,romance,True,False,True,2,,,
gemma:2b_session_300,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_301,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_302,gemma:2b,romance,False,False,False,,,,
gemma:2b_session_303,gemma:2b,romance,True,False,True,0,,,
gemma:2b_session_304,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_305,gemma:2b,romance,True,False,True,0,,,
gemma:2b_session_306,gemma:2b,sci-fi,True,False,True,0,,,
gemma:2b_session_307,gemma:2b,horror,True,False,True,0,,,
gemma:2b_session_308,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_309,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_310,gemma:2b,sci-fi,True,False,True,0,,,
gemma:2b_session_311,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_312,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_313,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_314,gemma:2b,horror,True,False,True,0,,,
gemma:2b_session_315,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_316,gemma:2b,sci-fi,True,False,True,0,,,
gemma:2b_session_317,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_318,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_319,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_320,gemma:2b,sci-fi,True,False,True,0,,,
gemma:2b_session_321,gemma:2b,sci-fi,True,False,True,0,,,
gemma:2b_session_322,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_323,gemma:2b,horror,True,False,True,0,,,
gemma:2b_session_324,gemma:2b,sci-fi,True,False,True,2,,,
gemma:2b_session_325,gemma:2b,sci-fi,True,False,True,0,,,
gemma:2b_session_326,gemma:2b,sci-fi,True,False,True,2,,,
gemma:2b_session_327,gemma:2b,sci-fi,False,False,False,,,,
gemma:2b_session_328,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_329,gemma:2b,romance,True,False,True,0,,,
gemma:2b_session_330,gemma:2b,romance,False,False,False,,,,
gemma:2b_session_331,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_332,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_333,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_334,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_335,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_336,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_337,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_338,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_339,gemma:2b,sci-fi,True,False,True,0,,,
gemma:2b_session_340,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_341,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_342,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_343,gemma:2b,horror,False,False,False,,,,
gemma:2b_session_344,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_345,gemma:2b,horror,True,False,True,0,,,
gemma:2b_session_346,gemma:2b,romance,True,False,True,2,,,
gemma:2b_session_347,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_348,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_349,gemma:2b,sci-fi,True,False,True,2,,,
gemma:2b_session_350,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_351,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_352,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_353,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_354,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_355,gemma:2b,sci-fi,True,False,True,0,,,
gemma:2b_session_356,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_357,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_358,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_359,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_360,gemma:2b,horror,True,False,True,0,,,
gemma:2b_session_361,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_362,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_363,gemma:2b,romance,False,False,False,,,,
gemma:2b_session_364,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_365,gemma:2b,sci-fi,True,False,True,0,,,
gemma:2b_session_366,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_367,gemma:2b,horror,True,False,True,0,,,
gemma:2b_session_368,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_369,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_370,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_371,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_372,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_373,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_374,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_375,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_376,gemma:2b,romance,True,False,True,0,,,
gemma:2b_session_377,gemma:2b,sci-fi,True,False,True,0,,,
gemma:2b_session_378,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_379,gemma:2b,horror,True,False,True,0,,,
gemma:2b_session_380,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_381,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_382,gemma:2b,romance,True,False,True,0,,,
gemma:2b_session_383,gemma:2b,horror,True,False,True,0,,,
gemma:2b_session_384,gemma:2b,horror,True,False,True,0,,,
gemma:2b_session_385,gemma:2b,sci-fi,True,False,True,0,,,
gemma:2b_session_386,gemma:2b,romance,True,False,True,0,,,
gemma:2b_session_387,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_388,gemma:2b,sci-fi,True,False,True,0,,,
gemma:2b_session_389,gemma:2b,sci-fi,False,False,False,,,,
gemma:2b_session_390,gemma:2b,sci-fi,False,False,False,,,,
gemma:2b_session_391,gemma:2b,romance,True,False,True,2,,,
gemma:2b_session_392,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_393,gemma:2b,horror,True,False,True,0,,,
gemma:2b_session_394,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_395,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_396,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_397,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_398,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_399,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_400,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_401,gemma:2b,horror,True,False,True,2,,,
gemma:2b_session_402,gemma:2b,sci-fi,True,False,True,0,,,
gemma:2b_session_403,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_404,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_405,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_406,gemma:2b,sci-fi,False,False,False,,,,
gemma:2b_session_407,gemma:2b,horror,True,False,True,0,,,
gemma:2b_session_408,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_409,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_410,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_411,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_412,gemma:2b,sci-fi,False,False,False,,,,
gemma:2b_session_413,gemma:2b,sci-fi,True,False,True,0,,,
gemma:2b_session_414,gemma:2b,romance,True,False,True,0,,,
gemma:2b_session_415,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_416,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_417,gemma:2b,romance,True,False,True,0,,,
gemma:2b_session_418,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_419,gemma:2b,horror,True,False,True,1,,,
