session_id,model,true_genre,text_recovery_success,state_recovery_success,rec_consistency,recovery_turns,clarity,politeness,recovery
gemma:2b_session_38,gemma:2b,sci-fi,False,False,False,,,,
gemma:2b_session_39,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_40,gemma:2b,sci-fi,True,False,True,0,,,
gemma:2b_session_41,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_42,gemma:2b,horror,True,False,True,0,,,
gemma:2b_session_43,gemma:2b,horror,True,False,True,0,,,
gemma:2b_session_44,gemma:2b,romance,True,False,True,0,,,
gemma:2b_session_45,gemma:2b,sci-fi,True,False,True,2,,,
gemma:2b_session_46,gemma:2b,sci-fi,True,False,True,1,,,
gemma:2b_session_47,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_48,gemma:2b,horror,True,False,True,1,,,
gemma:2b_session_49,gemma:2b,romance,True,False,True,1,,,
gemma:2b_session_50,gemma:2b,sci-fi,True,False,True,1,,,
qwen:4b_session_1,qwen:4b,sci-fi,True,True,True,0,,,
qwen:4b_session_2,qwen:4b,sci-fi,True,True,True,1,,,
qwen:4b_session_3,qwen:4b,sci-fi,True,True,True,1,,,
qwen:4b_session_4,qwen:4b,horror,True,True,True,1,,,
qwen:4b_session_5,qwen:4b,romance,False,True,False,,,,
qwen:4b_session_6,qwen:4b,sci-fi,True,True,True,1,,,
qwen:4b_session_7,qwen:4b,sci-fi,True,True,True,0,,,
qwen:4b_session_8,qwen:4b,horror,True,True,True,0,,,
qwen:4b_session_9,qwen:4b,horror,True,True,True,0,,,
qwen:4b_session_10,qwen:4b,romance,False,False,False,,,,
qwen:4b_session_11,qwen:4b,horror,True,True,True,1,,,
qwen:4b_session_12,qwen:4b,horror,True,True,True,1,,,
qwen:4b_session_13,qwen:4b,romance,False,True,False,,,,
qwen:4b_session_14,qwen:4b,sci-fi,True,True,True,1,,,
qwen:4b_session_15,qwen:4b,romance,True,True,True,1,,,
qwen:4b_session_16,qwen:4b,horror,True,True,True,1,,,
qwen:4b_session_17,qwen:4b,horror,True,True,True,1,,,
qwen:4b_session_18,qwen:4b,romance,False,True,False,,,,
qwen:4b_session_19,qwen:4b,romance,False,True,False,,,,
qwen:4b_session_20,qwen:4b,romance,False,True,False,,,,
qwen:4b_session_21,qwen:4b,horror,True,True,True,1,,,
qwen:4b_session_22,qwen:4b,romance,False,True,False,,,,
qwen:4b_session_23,qwen:4b,horror,True,True,True,1,,,
qwen:4b_session_24,qwen:4b,romance,False,True,False,,,,
qwen:4b_session_25,qwen:4b,horror,True,True,True,0,,,
qwen:4b_session_26,qwen:4b,sci-fi,True,True,True,1,,,
qwen:4b_session_27,qwen:4b,sci-fi,True,True,True,1,,,
qwen:4b_session_28,qwen:4b,sci-fi,True,True,True,1,,,
qwen:4b_session_29,qwen:4b,romance,False,True,False,,,,
qwen:4b_session_30,qwen:4b,sci-fi,True,True,True,1,,,
qwen:4b_session_31,qwen:4b,romance,False,True,False,,,,
qwen:4b_session_32,qwen:4b,sci-fi,True,True,True,1,,,
qwen:4b_session_33,qwen:4b,sci-fi,True,True,True,1,,,
qwen:4b_session_34,qwen:4b,romance,True,True,True,1,,,
qwen:4b_session_35,qwen:4b,romance,True,True,True,1,,,
qwen:4b_session_36,qwen:4b,romance,True,True,True,1,,,
qwen:4b_session_37,qwen:4b,sci-fi,True,True,True,0,,,
qwen:4b_session_38,qwen:4b,sci-fi,True,True,True,1,,,
qwen:4b_session_39,qwen:4b,romance,True,True,True,1,,,
qwen:4b_session_40,qwen:4b,horror,True,True,True,1,,,
qwen:4b_session_41,qwen:4b,sci-fi,True,True,True,1,,,
qwen:4b_session_42,qwen:4b,horror,True,True,True,0,,,
qwen:4b_session_43,qwen:4b,romance,False,True,False,,,,
qwen:4b_session_44,qwen:4b,sci-fi,True,True,True,2,,,
qwen:4b_session_45,qwen:4b,horror,True,True,True,1,,,
qwen:4b_session_46,qwen:4b,sci-fi,True,True,True,0,,,
qwen:4b_session_47,qwen:4b,sci-fi,True,True,True,0,,,
qwen:4b_session_48,qwen:4b,sci-fi,True,True,True,0,,,
qwen:4b_session_49,qwen:4b,horror,True,True,True,1,,,
qwen:4b_session_50,qwen:4b,sci-fi,True,True,True,0,,,
llama2:7b_session_1,llama2:7b,sci-fi,True,False,True,0,,,
llama2:7b_session_2,llama2:7b,horror,True,False,True,1,,,
llama2:7b_session_3,llama2:7b,romance,True,False,True,1,,,
llama2:7b_session_4,llama2:7b,horror,True,False,True,1,,,
llama2:7b_session_5,llama2:7b,romance,True,False,True,1,,,
llama2:7b_session_6,llama2:7b,romance,True,False,True,1,,,
llama2:7b_session_7,llama2:7b,horror,True,False,True,1,,,
llama2:7b_session_8,llama2:7b,romance,True,False,True,1,,,
llama2:7b_session_9,llama2:7b,romance,True,False,True,0,,,
llama2:7b_session_10,llama2:7b,sci-fi,True,False,True,0,,,
llama2:7b_session_11,llama2:7b,horror,True,False,True,0,,,
llama2:7b_session_12,llama2:7b,sci-fi,True,False,True,1,,,
llama2:7b_session_13,llama2:7b,sci-fi,True,False,True,1,,,
llama2:7b_session_14,llama2:7b,horror,True,False,True,1,,,
llama2:7b_session_15,llama2:7b,sci-fi,True,False,True,1,,,
llama2:7b_session_16,llama2:7b,sci-fi,True,False,True,1,,,
llama2:7b_session_17,llama2:7b,romance,True,False,True,0,,,
llama2:7b_session_18,llama2:7b,horror,True,False,True,1,,,
llama2:7b_session_19,llama2:7b,sci-fi,True,False,True,1,,,
llama2:7b_session_20,llama2:7b,sci-fi,True,False,True,1,,,
llama2:7b_session_21,llama2:7b,horror,True,False,True,0,,,
llama2:7b_session_22,llama2:7b,sci-fi,True,False,True,1,,,
llama2:7b_session_23,llama2:7b,sci-fi,True,False,True,1,,,
llama2:7b_session_24,llama2:7b,sci-fi,True,False,True,1,,,
llama2:7b_session_25,llama2:7b,sci-fi,True,False,True,1,,,
llama2:7b_session_26,llama2:7b,horror,True,False,True,1,,,
llama2:7b_session_27,llama2:7b,horror,True,False,True,1,,,
llama2:7b_session_28,llama2:7b,sci-fi,True,False,True,0,,,
llama2:7b_session_29,llama2:7b,sci-fi,True,False,True,0,,,
llama2:7b_session_30,llama2:7b,romance,True,False,True,0,,,
llama2:7b_session_31,llama2:7b,romance,True,False,True,0,,,
llama2:7b_session_32,llama2:7b,romance,True,False,True,1,,,
llama2:7b_session_33,llama2:7b,sci-fi,True,False,True,0,,,
llama2:7b_session_34,llama2:7b,romance,True,False,True,1,,,
llama2:7b_session_35,llama2:7b,horror,True,False,True,0,,,
llama2:7b_session_36,llama2:7b,horror,True,False,True,0,,,
llama2:7b_session_37,llama2:7b,romance,True,False,True,0,,,
llama2:7b_session_38,llama2:7b,sci-fi,True,False,True,1,,,
llama2:7b_session_39,llama2:7b,horror,True,False,True,1,,,
llama2:7b_session_40,llama2:7b,horror,True,False,True,1,,,
llama2:7b_session_41,llama2:7b,sci-fi,True,False,True,1,,,
llama2:7b_session_42,llama2:7b,romance,True,False,True,0,,,
llama2:7b_session_43,llama2:7b,sci-fi,True,False,True,0,,,
llama2:7b_session_44,llama2:7b,horror,True,False,True,1,,,
llama2:7b_session_45,llama2:7b,romance,True,False,True,0,,,
llama2:7b_session_46,llama2:7b,horror,True,False,True,1,,,
llama2:7b_session_47,llama2:7b,romance,True,False,True,0,,,
llama2:7b_session_48,llama2:7b,romance,True,False,True,1,,,
llama2:7b_session_49,llama2:7b,horror,True,False,True,0,,,
llama2:7b_session_50,llama2:7b,sci-fi,True,False,True,0,,,
mistral:7b_session_1,mistral:7b,romance,True,False,True,0,,,
mistral:7b_session_2,mistral:7b,horror,True,False,True,1,,,
mistral:7b_session_3,mistral:7b,sci-fi,True,False,True,1,,,
mistral:7b_session_4,mistral:7b,horror,True,False,True,0,,,
mistral:7b_session_5,mistral:7b,sci-fi,True,False,True,1,,,
mistral:7b_session_6,mistral:7b,romance,True,False,True,1,,,
mistral:7b_session_7,mistral:7b,sci-fi,True,False,True,0,,,
mistral:7b_session_8,mistral:7b,sci-fi,True,False,True,1,,,
mistral:7b_session_9,mistral:7b,horror,True,False,True,1,,,
mistral:7b_session_10,mistral:7b,horror,True,False,True,1,,,
mistral:7b_session_11,mistral:7b,romance,True,False,True,1,,,
mistral:7b_session_12,mistral:7b,horror,True,False,True,1,,,
mistral:7b_session_13,mistral:7b,sci-fi,True,False,True,0,,,
mistral:7b_session_14,mistral:7b,sci-fi,True,False,True,0,,,
mistral:7b_session_15,mistral:7b,romance,True,False,True,0,,,
mistral:7b_session_16,mistral:7b,sci-fi,True,False,True,1,,,
mistral:7b_session_17,mistral:7b,sci-fi,True,False,True,0,,,
mistral:7b_session_18,mistral:7b,romance,True,False,True,0,,,
mistral:7b_session_19,mistral:7b,sci-fi,True,False,True,1,,,
mistral:7b_session_20,mistral:7b,sci-fi,True,False,True,1,,,
mistral:7b_session_21,mistral:7b,horror,True,False,True,1,,,
mistral:7b_session_22,mistral:7b,horror,True,False,True,1,,,
mistral:7b_session_23,mistral:7b,horror,True,False,True,1,,,
mistral:7b_session_24,mistral:7b,romance,True,False,True,1,,,
mistral:7b_session_25,mistral:7b,sci-fi,True,False,True,1,,,
mistral:7b_session_26,mistral:7b,romance,True,False,True,1,,,
mistral:7b_session_27,mistral:7b,sci-fi,True,False,True,1,,,
mistral:7b_session_28,mistral:7b,sci-fi,True,False,True,1,,,
mistral:7b_session_29,mistral:7b,romance,True,False,True,1,,,
mistral:7b_session_30,mistral:7b,romance,True,False,True,1,,,
mistral:7b_session_31,mistral:7b,sci-fi,True,False,True,0,,,
mistral:7b_session_32,mistral:7b,horror,True,False,True,0,,,
mistral:7b_session_33,mistral:7b,horror,True,False,True,1,,,
mistral:7b_session_34,mistral:7b,horror,True,False,True,1,,,
mistral:7b_session_35,mistral:7b,sci-fi,True,False,True,2,,,
mistral:7b_session_36,mistral:7b,horror,True,False,True,1,,,
mistral:7b_session_37,mistral:7b,horror,True,False,True,0,,,
mistral:7b_session_38,mistral:7b,sci-fi,True,False,True,1,,,
mistral:7b_session_39,mistral:7b,horror,True,False,True,0,,,
mistral:7b_session_40,mistral:7b,romance,True,False,True,0,,,
mistral:7b_session_41,mistral:7b,horror,True,False,True,1,,,
mistral:7b_session_42,mistral:7b,sci-fi,True,False,True,1,,,
mistral:7b_session_43,mistral:7b,romance,True,False,True,1,,,
mistral:7b_session_44,mistral:7b,horror,True,False,True,0,,,
mistral:7b_session_45,mistral:7b,horror,True,False,True,1,,,
mistral:7b_session_46,mistral:7b,horror,True,False,True,0,,,
mistral:7b_session_47,mistral:7b,horror,True,False,True,1,,,
mistral:7b_session_48,mistral:7b,horror,True,False,True,1,,,
mistral:7b_session_49,mistral:7b,romance,True,False,True,2,,,
mistral:7b_session_50,mistral:7b,sci-fi,True,False,True,1,,,
